Gene,ALDH2,RYR2,AUH,SOCS2,ADRA1A,SYT12,COL14A1,CLCN3,ATP2A2,NPPA,DMD,CPEB3,SH2D4A,COL3A1,MID1IP1,TIMP1,ACSL1,ART3,BBS2,PFKM,ACTC1,MUT,CASQ1,IGF1,SESN1,GRK5,MCCC1,RCAN1,MYH7,GPRC5B,AQP7,ITGA7,MYH6,COL1A1,UCK2,PLN,ASPN,GAB1,LEPREL1,EDN1,SERPINE2,NPPB,TMED2,ITGB6,GSTZ1,LOXL1,SYNJ2,ASB5,DECR1,MYLK4,FHL1,LRP8,ANO5,LOX,ATRNL1,PKIA,CLCN5,GOLIM4,ADRB1,PRSS23,NUDT5,SLC9A1,TUBA4A,NNT,TMEM182,COL1A2,GPR133,ACADM,FN1,ACTA1,B3GALT2,MYL3,RAB3IP,CMKLR1,HSP90B1,GARS,PDHX,HEXB,SLC41A1,ADK,MYOF,AS3MT,ADRB2,RRM2B,CCDC80,TNNI3
28,1.103051385,1.017761836,1.228501824,0.519649223,1.118255613,0.916584631,0.724601652,1.026333784,1.084522512,1.198309021,1.079841823,1.207890772,0.472651913,0.852351258,1.11860447,0.560583039,1.515506458,1.873842894,0.966874134,0.929869394,1.042032302,1.113699488,0.297171981,0.551586862,1.087488391,0.789307849,0.869224052,0.625542582,0.969357005,1.071320391,1.217481626,0.536488816,0.849331699,0.70728325,0.842349002,1.159819259,0.707332277,1.022868015,0.595453188,1.387030969,0.584287366,0.328371313,1.486057563,1.193195135,0.477095505,0.465934802,0.893444489,1.026782064,1.168048355,1.976283612,0.69317907,0.777384367,1.205473553,0.805959919,0.321174665,1.030253954,0.894349108,0.725370511,1.238282082,0.729151243,0.893215381,0.664264629,1.140368426,1.170917962,1.443348816,0.750825732,0.916089209,1.545099771,0.631235391,0.697323497,1.171372557,1.102134274,0.81392626,0.553191157,0.974004269,0.887919013,1.066955495,0.574866952,1.094900675,1.177510562,1.367366514,1.079452679,1.171534955,1.039392101,0.575185814,0.915987617
29,1.053872254,0.937311183,1.078704719,0.80148643,1.08509398,1.185215994,1.153781471,1.079572401,1.113714928,0.880381052,0.994373669,1.110662125,0.784285047,1.058711862,0.929096272,1.203636699,1.09847345,1.135399491,0.905382923,0.939392513,0.994883843,0.999348654,0.958400124,0.789488414,1.123188446,0.954382834,0.813717543,1.017268135,0.99391887,1.005713932,1.170074183,0.911996378,1.589970502,1.001678824,0.756598594,0.977792334,0.789466525,0.966947858,0.830890346,1.336175953,1.080875233,0.299514966,1.063735893,1.157891442,1.09383111,1.432504827,0.792503933,1.14443855,1.032183877,1.759798198,0.667296573,1.798444951,1.053799208,1.079939131,1.03645681,0.992679566,0.89668303,0.804413947,1.115460943,1.072851204,1.071067943,1.023300595,0.71400199,0.883468132,0.986574566,1.069421065,1.650725233,1.046810282,0.99151053,0.869645904,1.524039188,1.004445996,0.834225895,0.975659738,0.964678421,1.057531033,1.052558194,0.982956856,0.985002984,0.963235187,1.257126648,0.962994858,1.223598294,1.133575121,0.902000414,0.972722369
32,1.027330228,0.95013209,0.969760233,0.591413877,0.919983569,0.97555154,1.563641738,0.884368779,1.041743429,1.171941048,0.941374057,0.891885244,1.137991672,2.190727437,0.960075654,1.447637113,0.834509281,1.069917829,0.971172853,0.94861856,0.862024035,0.87221155,0.880387154,2.168173188,1.008212677,0.977108042,0.97752127,0.784165459,0.961994133,1.071060519,0.993712212,0.922358815,0.971778891,2.47847035,1.129277464,0.989725257,1.64077794,0.944786333,0.882911047,1.278480362,1.920683761,1.135242102,1.01009431,1.153877444,0.789373504,1.755850484,1.125822979,0.636596001,0.979148782,0.889138458,1.10519428,0.940734814,0.849096246,1.583909603,0.569402211,0.97063447,0.811290219,1.022619896,0.83356696,1.708582606,1.180288874,1.12295491,1.353786279,0.923856062,0.977839778,2.372355146,1.040062337,0.800126493,1.479715684,1.013467623,0.733027892,0.950000383,0.867827375,1.216140574,0.859398998,0.955481603,0.87916143,0.880991497,0.950659101,0.787073352,1.162177154,0.79603292,0.876380932,0.919428951,1.854461093,0.960861234
34,0.919358851,1.298728621,1.131000839,0.98365888,1.220489599,0.913527459,0.779110574,1.032241115,0.949960874,0.486732158,1.177396301,0.999071614,0.999972274,0.730633597,1.008848822,0.691211919,1.198558229,1.429786762,0.931998798,0.950000383,1.085605549,1.359824059,1.118418399,0.691974126,0.947310972,0.763150763,1.131314463,0.791055049,1.031683179,0.891539115,1.025907032,0.893599324,0.938676535,0.627014191,0.900008168,1.09133952,0.679422076,1.015063513,0.968779337,0.747590427,0.521608759,0.366757913,0.937109799,1.182827754,0.833948385,0.43391068,0.798536357,0.965434307,1.049352943,1.288238756,0.840313752,0.946169132,1.393970471,0.691796682,1.93673961,1.164814322,0.996215664,1.485244041,1.536523679,0.587475259,0.961974129,1.137345043,0.928323793,1.085176718,0.912856504,0.535081294,1.111455356,1.313303175,0.651745219,1.046882844,2.38382776,1.038211231,1.102203031,0.858749941,1.218790365,0.991854221,1.01995111,0.974341891,0.950263815,1.147345583,1.606732768,1.095052471,1.212269113,1.163999146,0.502808171,1.051974694
36,0.981799271,0.986164346,1.064591535,0.951186405,1.4429987,0.975571826,0.712484236,1.08920084,1.082794902,0.968349668,1.015858879,1.027600858,0.857857545,0.932069862,0.921400317,0.795040357,0.989313727,0.987532409,1.104505039,0.950000383,1.008072919,1.121632455,0.926459618,0.764612134,0.813999605,0.870568666,1.007583918,1.056710364,0.999930688,1.096108034,0.892980143,1.010227346,0.708676935,0.889187763,1.313203045,1.012133785,0.656273917,0.943457869,1.103816227,0.749619299,0.717295756,2.305053123,1.042451309,0.961600799,1.106781167,0.99554608,0.920079227,1.446463581,1.020870593,1.057501713,1.236446657,1.147162684,1.069547088,0.760415582,1.073074321,1.03304278,0.949967459,0.961747447,0.923356709,0.870767821,0.902575798,0.962761262,1.326845141,1.087021142,1.126463057,0.82754519,0.776345097,1.213521778,0.684645937,1.229779787,0.894838975,1.0334725,1.020969664,0.927217692,1.03727613,0.987053371,1.074600191,0.936791571,1.06577286,1.035573534,1.10725691,1.015295723,0.904605078,1.063809629,0.610007971,1.016070143
39,1.249109541,1.113807568,1.194163187,0.528714207,1.381619165,0.824247779,1.039975831,1.400216585,1.277585638,1.420304241,0.782872895,1.65825974,0.702675255,1.539476665,0.906400147,1.523922991,1.024627842,2.088069888,0.99647119,1.109031236,3.039428329,1.763571417,0.434304859,0.991895472,1.372208778,0.715557695,1.02363402,0.626510242,1.170317518,1.562720751,2.496315011,0.984566119,1.655767378,0.924330056,0.587507836,1.620006947,0.980921777,1.050779529,1.112781237,1.416175438,0.750820528,0.301284843,1.815088635,1.092209795,0.5960313,1.564270488,0.910322724,3.424895573,1.251709694,2.158471434,0.619982758,0.417818999,1.49816861,0.905558658,0.334294147,2.254019505,0.86523864,0.595539869,1.508516002,0.965394157,0.899683831,1.050364455,0.651934984,1.116288551,2.131457073,1.23952726,1.494724916,1.164329991,1.068309744,0.943830697,3.041388258,1.113344444,0.832417961,0.692809203,1.270925972,1.088619663,0.977114815,0.730927389,1.214447395,1.076978911,3.032210688,2.783461252,1.148443594,1.345665654,1.305895994,0.977724561
40,0.936402051,0.981459064,1.022853835,1.261735931,1.073520693,1.157177358,0.984723095,0.980337218,0.932968321,2.250116969,0.99243189,1.025779042,0.878266086,0.855494213,0.847743663,0.958400124,1.212596867,1.039723561,1.088393315,0.925881843,0.972992102,0.987279174,1,0.973248418,1.038283197,0.804899185,0.862561961,0.998531607,1.013116443,1.043116288,1.106497353,1.003798712,0.613187418,0.947225615,1.028862365,1.020799834,1.100393864,1.133441554,0.936428014,1.120901884,0.832533367,3.083352857,0.99584285,0.944864921,0.891131349,0.72455645,0.969424198,0.97587617,1.00751408,0.845150396,1.280316061,0.713531982,1.102898481,1.263749043,0.935195569,1.093762875,0.878881156,0.840005105,0.823813687,0.760378687,0.83225642,0.866757308,0.880381052,0.879252843,1.053215019,0.873784852,0.66972002,1.029754193,0.847350055,1.089978743,0.88154126,0.939522749,1.09151352,0.965876073,1.034468704,0.970836329,0.966807118,1.154525469,0.941413208,0.859786284,0.82193146,0.950988632,0.846903795,0.953602551,0.852693994,1.065698989
41,0.999653486,1.060908328,1.012133785,0.712983206,1.224531596,0.97183278,0.86576657,1.059321127,0.988292502,0.424489272,0.801158724,1.059585495,0.702962678,0.935882944,1.180788029,0.716182911,1.353410982,1.395033725,0.990823506,1.05438372,1.004933475,1.028384663,0.80272626,0.91770349,1.13697458,1.046991696,1.048480478,1.032885261,1.013537874,1.037096399,1.298458586,1.010150323,1.368409476,0.738121388,0.796071545,1.017620755,0.976221209,1.013769735,0.909761318,0.781479536,0.716197804,0.076388539,1.042068416,1.295536803,0.938780643,0.994415025,1.010164327,0.917868892,1.098245052,1.598290886,0.716629829,0.816633129,1.101676005,0.925747081,0.544207974,1.030753957,0.776791866,0.97947461,1.422747851,0.671021083,0.967671985,0.911888919,0.857138354,1.107786606,1.034834459,0.77844661,1.228757311,1.113035803,0.988833825,0.936402051,1.695992747,1.042465761,0.928722827,0.987956893,0.917767103,1.008632068,0.998753113,0.862203306,1.019244379,1.12295491,1.010115314,1.038787098,1.168032162,0.896372317,0.795701928,1.012414447
43,1.03634187,0.857376037,1.000346634,0.770608498,0.846510577,1.041570144,1.426055371,0.793949967,1.17399804,0.813604746,0.801892083,1.021415601,1.103999868,1.193377102,1.224760789,1.29154687,0.773567988,1.239879572,0.870007655,1.022357664,0.982548141,0.930320679,0.856253568,1.145009843,1.178817187,0.840377825,0.835203695,0.949190785,1.003263104,0.976329481,1.248849823,0.822564092,1.107725179,1.332550308,1.076680351,0.94789555,1.196217725,0.88870099,1.105554388,0.931062551,1.342442225,0.377121158,0.978355032,0.853025042,0.988580257,1.550130848,0.790682281,0.869844848,0.971240172,1.41120737,0.919358851,1.097750354,0.945664274,1.486201778,0.677644254,0.910985502,0.944445859,0.865610557,0.840476857,1.926857658,1.156030931,1.018234604,0.716480825,0.648190598,0.926825729,1.507125963,1.121414788,0.871939535,1.285366698,0.892423247,1.137605228,0.96781285,0.841584477,1.06163659,0.761422971,0.960794635,0.883988802,0.787908498,0.975761185,1.072880951,1.182819555,0.99440124,1.051172909,0.827556662,1.664859002,0.943699864
44,1.122410181,1.13728986,1.153965426,0.918677245,1.870806051,0.813260811,0.827935337,1.271992355,1.340480284,0.849979529,1.15778711,1.423961361,0.794159118,0.924797883,1.796563589,0.664342907,1.803875788,1.596740647,1.124123076,1.092853487,1.023208391,0.840319577,0.598677103,0.801508653,0.883988802,0.794517003,0.844400887,0.519944666,1.020516848,1.22372552,1.397065828,0.897323438,0.836420311,0.883664113,0.675224894,1.101217926,1.220531898,1.010899797,0.765603855,0.929167115,0.87173407,0.68164855,1.39953736,1.060334898,0.875294251,0.680586293,1.181205517,0.920934209,1.059071506,1.883831594,1.372969903,1.075136622,1.189619334,0.717136672,0.392300207,1.044346168,1.083515656,1.054456807,1.451928088,1.175708167,0.823585309,0.792388584,0.838510061,1.153277745,1.500621361,0.978551713,0.999487203,1.076837085,0.851182267,1.034332476,1.517977072,1.046882844,0.996167328,0.82274086,0.938286231,0.751320306,0.975355462,0.669752516,1.135478194,0.842611786,1.720669481,0.91770349,0.806334301,0.887309918,0.741644646,0.924214738
45,1.170155289,1.056285625,1.410982407,1.06137171,1.593224975,0.809677897,0.719367058,0.943026358,0.998670043,1.417746898,0.866072677,1.358495701,0.691264623,0.606559047,1.12694726,0.45356776,0.925112036,1.849300919,1.053142018,1.076911728,1.071773463,1.265423243,0.520850053,0.34231585,1.198599768,0.80853941,1.131392882,0.735465718,1.127087874,1.260162689,1.161106253,0.697874731,1.012695187,0.666709412,0.768389655,1.241771736,0.726255958,0.929856503,0.994228938,0.690924512,0.32282182,0.518781882,1.127423856,1.023428277,0.913141284,0.52229978,1.097506892,1.796077994,1.240739289,1.926697393,0.702222438,1.435208162,1.430084109,0.537314993,0.803049042,1.439631924,0.906418995,0.85668694,1.089585946,0.584765458,0.659315087,0.787941267,0.858386921,1.249100883,1.511928589,0.494608864,1.398761507,1.224675898,0.538172284,0.862143545,1.687467831,1.066364014,0.931133544,0.617285582,0.955945318,0.932903655,1.114348122,0.91319825,1.19756171,1.27129602,1.552184443,1.105883951,1.192641133,0.850008987,0.582286066,1.004376376
46,1.055773237,1.142267068,1.209910222,1.564281331,1.545496085,0.818497548,0.588930787,1.066105343,1.07130554,1.022712047,0.909509114,1.22672341,0.772217953,0.772790894,1.198209353,0.554861651,1.109569472,1.354724977,1.044129025,1.101676005,1.056725014,1.085139109,1.044281021,0.790950876,0.8525167,0.782818632,1.12826034,0.609243137,1.039147176,1.17658863,0.993092495,0.81455273,0.711630377,0.830873068,1.116582616,1.171453753,1.048952973,1.175080831,0.892856358,0.959683105,0.999140867,0.717574237,1.252143578,0.752769458,0.802631677,0.575732277,1.038916711,1.066659713,1.158935278,1.382816765,1.129277464,0.88596401,1.130217161,0.702470721,1.586711679,1.254663077,0.87023081,1.00398659,1.256368781,0.699501958,0.861767144,1.136391543,0.823419774,1.311020278,1.164144383,0.737129499,0.714655568,1.175602229,0.788575066,1.046882844,0.860501731,0.967745769,1.246056944,0.843143442,0.770031837,0.814564022,0.987053371,0.895211206,1.13115764,1.251753075,0.984122627,1.024272795,1.341363267,1.065233718,0.47596586,0.991579259
101,1.065994504,0.997853551,0.949737023,0.899446889,0.914782074,1.325806288,1.040805146,0.971482559,1.098092814,0.920379018,0.88227481,1.054712651,0.922224565,0.926003788,1.011572695,0.98241194,1.052120539,0.853876899,0.934456881,1.095280204,1.01192334,0.935299292,1.021153678,1.089117796,1.027615104,0.939939627,0.990342872,1.119674975,1.010801703,0.947823279,1.221708416,1.0604672,1.076613186,1.150188246,1.035889416,0.951450166,1.0651968,1.021401441,1.028277746,0.679912029,0.913122295,0.651040862,1.124130868,0.922218173,0.897970528,1.376839126,1.024045629,0.791142785,1.012063632,0.998019563,1.003889167,1.012624995,1.012554807,1.14320965,0.988881805,0.88810367,0.934197831,1.170130957,1.169879551,0.894262324,1.24227106,1.053361036,0.902625849,0.962380956,1.066881542,0.980133384,0.876769793,0.932257239,0.977223187,0.988011679,1.089525528,0.952505944,1.115576926,0.918486232,0.930127244,1.013608129,0.95972967,0.989176588,0.904755577,0.842057117,0.94926316,0.923254312,0.73039561,0.812438211,1.112534442,0.88141906
102,1.147345583,0.985002984,1.245219436,0.486105041,0.967189173,1.074279951,1.426698019,1.197669627,1.001130468,0.372032355,0.968289262,1.179291197,0.633905636,1.197677928,1.474984711,0.822906258,1.230376625,1.982114082,1.176172774,1.050007767,0.921208737,1.126408402,0.329109597,0.881596255,1.689937627,0.77999674,1.165218086,0.712637348,0.970903624,1.132585528,0.953893429,0.55200376,1.210581324,0.850515834,1.128784435,1.079228237,0.801564211,0.843956181,0.727888815,1.372408532,0.844389182,0.079048944,1.321274295,1.42719256,0.757296413,0.62805813,0.901544119,1.152406737,1.31777129,1.810853707,0.685011446,0.781441619,1.333760843,1.351526688,0.524938385,1.126072722,0.99862851,0.914458751,1.328860811,1.527952824,1.092308217,0.893995826,0.597827016,0.909912675,1.17282682,1.077763027,1.099471342,0.957337813,0.950046478,0.494005839,1.188547861,0.957935218,1.011089004,0.918155235,1.473891168,1.081474763,1.12537046,0.854646666,1.091112606,1.259769685,2.071104,1.288863965,1.240636091,0.894144559,0.882170853,0.901937894
103,0.913578117,0.826851412,0.996056856,0.942666915,0.627792631,1.098465836,1.567494086,0.926292669,0.899116522,2.079735416,1.004209306,0.823123037,0.94579538,1.670384234,1.159128089,1.242029982,0.797026722,0.872671145,0.878917709,0.869404821,1.051027196,1.067954365,1.030689657,1.123577781,1.133669413,0.93166939,1.108954367,1.125487474,0.926331193,0.763097867,0.740052743,0.777422086,1.058631142,1.18796308,0.849537773,1.03900313,1.468710447,1.069532261,0.814660012,1.046026934,1.377516882,1.265932077,1.022875105,1.002317794,1.174494535,1.277621061,0.887463691,1.042559701,0.961794112,0.809122474,0.802570482,1.397317627,1.097408001,1.262882136,1.011586718,1.027330228,1.126580184,1.072538919,0.965146599,1.448972285,1.179569153,0.884246188,0.683351612,0.796286774,1.03174039,1.652373697,0.972007937,1.018820575,1.143265121,0.926395403,1.246290165,0.95323247,0.953166399,1.302957476,1.091490823,1.174624798,1.035623782,0.881907959,0.960528283,0.974875574,0.963508968,0.941217467,0.786037474,1.050240692,1.564715102,0.963996625
104,0.947567091,1.027543877,0.906953192,0.858976162,1.324557065,0.916864218,1.099037033,1.181672296,1.177004634,0.852871325,0.92214786,1.096510783,0.800420488,0.887439085,1.405642775,1.367840489,1.190774308,1.177151494,0.805021936,0.96989468,1.050663001,0.879710051,1.098762821,1.298395586,1.236189572,0.920321604,0.833815444,0.754911799,1.013397377,0.949927952,1.171941048,0.832441041,0.925368567,1.081872136,0.869796615,1.053361036,1.260817968,0.906676627,0.77014927,1.582603661,1.295168677,0.787580884,1.070399984,1.300881906,0.723818557,1.183935101,0.827912382,0.759778083,1.01038141,1.548423384,0.928066442,0.698111799,1.100073562,1.197022276,0.977819445,1.042176768,1.100988958,0.737906536,1.329819096,1.338827417,1.015520948,0.88011259,0.769610293,0.895186385,1.288203039,1.367802565,0.934813193,1.225949881,1.109231122,0.911238116,1.306493548,1.035623782,0.94834901,0.937382652,1.066437931,0.86357896,0.972385308,0.781057139,1.037995364,1.066053617,0.956362854,1.12654114,1.362135288,1.123281874,1.246514789,1.016633728
105,1.113190113,1.262339528,1.136659388,1.169660629,1.319873807,0.856455385,0.35038672,1.189660564,0.948533084,0.281615764,0.938683041,1.415733779,0.850480463,0.31082835,1.971399274,0.228111328,1.267248978,1.892246449,0.989313727,1.089903194,1.09232336,1.127275386,0.922985571,0.440929528,1.050954347,0.793119412,1.130530567,0.586303673,1.056725014,1.231767527,1.688918838,0.82482502,0.882947767,0.210093,1.027088145,1.207062183,0.488293338,1.051085479,1.582526875,0.397357643,0.254334662,0.068374396,0.973552038,1.328133344,0.854285381,0.213174976,0.829348288,0.749769997,1.0604672,1.948292112,0.846510577,0.496322581,1.102669163,0.299268015,1.279233832,1.332929059,0.782536527,0.807911964,2.321021682,0.311119343,0.902025423,0.797336158,0.856366342,1.100355728,1.13799956,0.220807335,0.912167074,1.242977344,0.311937737,0.937831082,1.606521179,1.050371735,1.333566714,0.565916066,0.902000414,0.746958502,1.053288025,0.906953192,1.183122945,1.278232257,0.812449474,1.246860445,1.360587745,1.424642565,0.282883513,1.003819586
106,0.955481603,0.960395135,0.986711344,1.184370121,1.134998192,1.0866972,1.076172988,1.075926853,1.042335704,1.334870696,1.0388303,1.074391652,1.109384905,0.896502804,0.909515418,1.180665266,0.797413536,0.956939751,1.030968319,0.980711024,0.984320468,0.994125571,1.532896191,1.019265573,0.951384219,1.037714803,1.093232307,0.956641312,1.026903062,1.051471685,0.945205546,1.122254592,0.985481026,0.982881912,1.307481017,0.881296878,1.001068017,1.051347792,1.003756966,1.034683838,1.205373289,2.473236153,1.180117082,1.163482894,1.239200817,0.986082323,1.047666833,1.133913037,0.961460838,1.035573534,1.310575076,1.113977428,0.995435677,0.952116489,1.222165787,0.934262586,0.978572062,1.123515478,0.801780925,1.134070241,0.963702665,1.229259922,1.051974694,1.039240817,0.946963025,0.90994421,0.779088973,0.843698827,1.160534974,1.031540168,0.870731608,0.958798794,1.141182873,1.046919127,1.08009634,1.012344274,0.935947816,1.200553753,0.970096385,0.866739284,0.935578102,0.93322703,0.900700895,0.843967881,0.871673648,1.006327574
109,0.869706186,0.78002918,0.922167035,0.998005727,1.078495383,1.090099633,1.072018647,1.15705705,0.970203978,1.170317518,1.052820875,1.223674628,1.246385193,1.131063557,1.041360796,1.282269935,0.87709195,0.969558598,1.047318321,0.976302412,0.979827712,0.8913661,1.620523565,1.497857107,0.881235794,0.951964711,0.830124713,1.174999384,1.070437082,0.92150251,0.849861705,1.210245727,1.015577262,1.41450767,1.170763765,1.040588739,1.382883862,0.998040316,1.097468856,0.917938879,1.334602397,1.251709694,0.944963166,1.011586718,1.102332917,1.224718342,1.040408434,1.006913673,0.941935384,0.988408964,1.222809783,1.012477607,0.919167696,1.530687736,0.918581733,1.005490883,1.002442857,1.469280656,0.84327787,1.190386442,0.940963065,1.18638314,1.306765254,1.065514333,0.861838827,1.417805862,0.98531027,1.013467623,1.148889463,1.09771231,0.751018317,0.93789609,1.107264584,1.108493261,1.034232108,1.012274106,0.909156145,0.994125571,0.986301067,0.841106273,0.891619454,0.811633321,1.111570922,0.958021541,1.304412345,0.997507781
112,1.004097942,1.024698867,1.303598864,1.182639198,1.00182464,0.932612712,1.135911156,1.081354831,0.895316699,0.963729385,0.996554078,0.977534822,1.067155194,0.987142318,1.005226075,0.929482753,1.181320148,1.387607939,0.873330724,0.982480038,1.059805853,1.103059031,0.985487857,1.21522209,1.036413706,0.891891426,1.142425431,0.772276834,0.998407032,0.935467865,1.148857609,0.967678692,0.760278553,0.865508564,0.812877578,1.204638272,0.871715943,1.080860249,0.991634245,0.881901846,0.936187885,0.965534691,0.75573901,1.037463083,0.726200586,0.678979537,0.970197253,1.036478363,1.020870593,1.002401167,1.111262772,0.743018481,1.256577802,0.871160231,1.436731029,1.294683986,0.962761262,1.248399773,0.583029182,0.829687525,1.061894176,0.99758384,0.979759798,1.046375016,1.018051116,0.8936241,1.199988018,1.208904265,0.991476168,1.059365184,0.877213549,1.038715097,0.915663868,0.95098204,0.921764429,0.910732959,1.032827987,0.940565291,0.967947027,1.053843035,1.128917453,0.909534331,1.050837798,1.028406048,0.773192742,1.001664938
113,0.892485107,0.976031761,0.904567458,1.443719031,0.903452089,1.029882679,0.910152374,1.169474172,1.08763162,1.291009843,1.057890276,0.911990057,0.988943497,1.064488231,0.751007906,1.284137777,0.981254996,0.642358235,0.93789609,0.975625925,1.006676401,0.990487038,0.931062551,0.979420298,0.915606748,0.976370086,0.905633983,1.317469899,1.000415975,1.039651496,0.793278855,1.072516617,0.779650799,1.043832336,1.324749883,0.991235663,0.967557966,0.990995217,0.802125565,1.242176345,1.537930171,3.641669509,1.35388012,0.858309576,0.805328893,1.138867572,1.090167639,0.830015395,1.017691293,0.564513505,1.209910222,0.685467419,1.000693387,1.204847038,1.136486069,1.020658331,1.040696937,1.192013025,1.314997448,0.821794739,1.023250946,1.213740497,1.448540478,1.096032061,0.962928111,1.017000226,0.82404784,0.990205591,0.992686447,1.049352943,0.7944344,1.003610869,0.946713631,1.214455813,0.981459064,0.971038229,0.989931086,1.038283197,0.946385582,0.912995719,1.026938652,0.748098426,1.115839865,0.996864968,0.697130184,1.014451575
114,1.012695187,0.970701751,0.933679945,0.861128236,1.170358079,0.895608422,1.612847463,1.222487743,1.020905974,0.83961509,0.841438654,1.057472393,0.890131261,1.273342038,0.708382266,1.089223489,1.297109253,0.841654481,0.974882331,0.993712212,1.060540709,0.928491109,1.404415671,2.010995704,0.826622192,0.984054416,0.866817389,1.135084735,0.998614666,1.040920581,0.946188807,0.900813279,0.929482753,1.142488782,0.958898488,1.109031236,1.501370457,0.964397623,0.681473754,0.934463358,1.079153433,0.846275907,1.322071314,1.072509183,0.978531365,1.138591315,0.944288758,1.025011432,1.035695568,1.089102697,1.254750047,1.086328174,1.071922052,0.915879688,0.543898744,0.993092495,0.918441667,1.11106252,1.036076119,1.249429934,0.910247009,0.940017813,1.126463057,1.100050687,1.195463432,1.474095507,1.10722621,1.154845616,1.098275503,1.0334725,1.319882955,1.024627842,0.72895416,0.956933118,0.928323793,0.836478289,0.992404375,0.882519462,0.955216724,1.089178191,1.31049332,0.990617491,0.769156992,1.368532788,1.026547226,0.985276123
116,1.025338306,0.955349154,0.947238746,0.865442575,0.758089454,1.098488678,0.833093311,0.693121416,0.879661271,0.788728129,0.946293749,0.753333191,1.779855353,0.896210789,0.813638584,1.434750622,1.087488391,0.868080055,0.994056666,0.855002178,0.969760233,0.978368595,1.059658943,1.537290697,1.071253561,1.217363487,1.155326003,1.014416418,0.943699864,0.888614754,1.462767015,1.331534676,1.153565561,0.900438719,1.01155166,0.837290406,0.69605345,0.85953006,1.208585887,1.191443055,1.301585424,0.759435845,0.681015717,1.271357706,1.24307212,1.490400435,0.896303975,1.275612376,0.946779255,0.886037706,0.930449658,0.914338327,0.902313077,1.279402316,1.49072072,1.007304595,0.811295842,0.771591952,0.795112001,1.520662507,1.250859716,1.081909631,1.296839555,0.733078704,0.603284324,0.83864375,1.024258596,0.824733549,1.072226725,1.019880415,0.817675319,0.958267271,0.802125565,1.210690414,1.017902938,1.428895093,1.049934989,1.180992661,0.892052176,0.732555515,0.987238115,0.820969198,0.772175133,0.889773477,1.790025327,1.054968557
